AUDIT_YEAR,org_level,org_code,org_name,category,breakdown,numerator,denominator,percentage
2020_21,CCG/LHB,11M,NHS Gloucestershire CCG,Age band,Age_50_to_59,565,2670,21.16104869
2020_21,CCG/LHB,11M,NHS Gloucestershire CCG,Age band,Age_60_to_69,375,2670,14.04494382
2020_21,CCG/LHB,11M,NHS Gloucestershire CCG,Age band,Age_70_to_79,200,2670,7.490636704
2020_21,CCG/LHB,11M,NHS Gloucestershire CCG,Age band,Age_80_plus,70,2670,2.621722846
2020_21,CCG/LHB,11M,NHS Gloucestershire CCG,BMI group,Healthy weight,565,2670,21.16104869
2020_21,CCG/LHB,11M,NHS Gloucestershire CCG,BMI group,Obese,305,2670,11.42322097
2020_21,CCG/LHB,11M,NHS Gloucestershire CCG,BMI group,Overweight,580,2670,21.72284644
2020_21,CCG/LHB,11M,NHS Gloucestershire CCG,BMI group,Severely obese,165,2670,6.179775281
2020_21,CCG/LHB,11M,NHS Gloucestershire CCG,BMI group,Underweight,30,2670,1.123595506
2020_21,CCG/LHB,11M,NHS Gloucestershire CCG,BMI group,unknown,1020,2670,38.20224719
2020_21,CCG/LHB,11M,NHS Gloucestershire CCG,Deprivation,1 - most deprived,245,2670,9.176029963
2020_21,CCG/LHB,11M,NHS Gloucestershire CCG,Deprivation,2 - 2nd most deprived,415,2670,15.54307116
2020_21,CCG/LHB,11M,NHS Gloucestershire CCG,Deprivation,3 - 3rd most deprived,585,2670,21.91011236
2020_21,CCG/LHB,11M,NHS Gloucestershire CCG,Deprivation,4 - 2nd least deprived,740,2670,27.71535581
2020_21,CCG/LHB,11M,NHS Gloucestershire CCG,Deprivation,5 - least deprived,685,2670,25.65543071
2020_21,CCG/LHB,11M,NHS Gloucestershire CCG,Diabetes duration,< 1 year,100,2670,3.745318352
2020_21,CCG/LHB,11M,NHS Gloucestershire CCG,Diabetes duration,10-14 years,365,2670,13.67041199
2020_21,CCG/LHB,11M,NHS Gloucestershire CCG,Diabetes duration,1-4 years,275,2670,10.29962547
2020_21,CCG/LHB,11M,NHS Gloucestershire CCG,Diabetes duration,15-19 years,315,2670,11.79775281
2020_21,CCG/LHB,11M,NHS Gloucestershire CCG,Diabetes duration,20-29 years,595,2670,22.28464419
2020_21,CCG/LHB,11M,NHS Gloucestershire CCG,Diabetes duration,30-39 years,325,2670,12.17228464
2020_21,CCG/LHB,11M,NHS Gloucestershire CCG,Diabetes duration,40-49 years,235,2670,8.801498127
2020_21,CCG/LHB,11M,NHS Gloucestershire CCG,Diabetes duration,50 plus years,140,2670,5.243445693
2020_21,CCG/LHB,11M,NHS Gloucestershire CCG,Diabetes duration,5-9 years,320,2670,11.98501873
2020_21,CCG/LHB,11M,NHS Gloucestershire CCG,Diabetes duration,unknown,5,2670,0.187265918
2020_21,CCG/LHB,11M,NHS Gloucestershire CCG,Ethnicity group,Asian,20,2670,0.74906367
2020_21,CCG/LHB,11M,NHS Gloucestershire CCG,Ethnicity group,Black,20,2670,0.74906367
2020_21,CCG/LHB,11M,NHS Gloucestershire CCG,Ethnicity group,Mixed,10,2670,0.374531835
2020_21,CCG/LHB,11M,NHS Gloucestershire CCG,ethnicity group,Other,10,2670,0.374531835
2020_21,CCG/LHB,11M,NHS Gloucestershire CCG,ethnicity group,unknown,355,2670,13.29588015
2020_21,CCG/LHB,11M,NHS Gloucestershire CCG,ethnicity group,White,2255,2670,84.45692884
2020_21,CCG/LHB,11M,NHS Gloucestershire CCG,Smoking status,1 - current smoker,460,2670,17.22846442
2020_21,CCG/LHB,11M,NHS Gloucestershire CCG,Smoking status,2 - ex-smoker,715,2670,26.77902622
2020_21,CCG/LHB,11M,NHS Gloucestershire CCG,Smoking status,3 - non-smoker,40,2670,1.498127341
2020_21,CCG/LHB,11M,NHS Gloucestershire CCG,Smoking status,4 - never smoked,1445,2670,54.11985019
2020_21,CCG/LHB,11M,NHS Gloucestershire CCG,Smoking status,unknown,10,2670,0.374531835
2020_21,CCG/LHB,11M,NHS Gloucestershire CCG,Deprivation,unknown,0,2670,0
2020_21,CCG/LHB,11M,NHS Gloucestershire CCG,Glucose technology,CLS,0,2670,0
2020_21,CCG/LHB,11M,NHS Gloucestershire CCG,Glucose technology,CGM,0,2670,0
2020_21,CCG/LHB,11M,NHS Gloucestershire CCG,Glucose technology,Flash,780,2670,29.21348315
2020_21,CCG/LHB,11M,NHS Gloucestershire CCG,HbA1c achieved,1 - HbA1c <= 48,205,2045,10.02444988
2020_21,CCG/LHB,11M,NHS Gloucestershire CCG,HbA1c achieved,5 - 69 < HbA1c <= 86,505,2045,24.69437653
2020_21,CCG/LHB,11M,NHS Gloucestershire CCG,HbA1c achieved,4 - 58 < HbA1c <= 69,560,2045,27.38386308
2020_21,CCG/LHB,11M,NHS Gloucestershire CCG,HbA1c achieved,6 - HbA1c > 86,340,2045,16.62591687
2020_21,CCG/LHB,11M,NHS Gloucestershire CCG,HbA1c achieved,HbA1c value unknown,5,2045,0.244498778
2020_21,CCG/LHB,11M,NHS Gloucestershire CCG,HbA1c achieved,2 - 48 < HbA1c <= 53,185,2045,9.046454768
2020_21,CCG/LHB,11M,NHS Gloucestershire CCG,HbA1c achieved,3 - 53 < HbA1c <= 58,250,2045,12.22493888
2020_21,CCG/LHB,11M,NHS Gloucestershire CCG,HbA1c measured,HbA1c measured,2065,2670,77.34082397
2020_21,CCG/LHB,11M,NHS Gloucestershire CCG,insulin regimen,1. Insulin pump,160,2670,5.992509363
2020_21,CCG/LHB,11M,NHS Gloucestershire CCG,insulin regimen,2. Basal bolus,2320,2670,86.89138577
2020_21,CCG/LHB,11M,NHS Gloucestershire CCG,insulin regimen,3. Fixed mix,190,2670,7.116104869
2020_21,CCG/LHB,11M,NHS Gloucestershire CCG,Service location,specialist services,75,2670,2.808988764
2020_21,CCG/LHB,11M,NHS Gloucestershire CCG,Treatment targets,All 3 TTs,325,1720,18.89534884
2020_21,CCG/LHB,11M,NHS Gloucestershire CCG,Treatment targets,HbA1c <= 58 mmol/mol,640,2045,31.29584352
2020_21,CCG/LHB,11M,NHS Gloucestershire CCG,Care processes,albumin measured,1165,2670,43.6329588
2020_21,CCG/LHB,11M,NHS Gloucestershire CCG,Care processes,cholesterol measured,1840,2670,68.91385768
2020_21,CCG/LHB,11M,NHS Gloucestershire CCG,Care processes,creatinine measured,2050,2670,76.77902622
2020_21,CCG/LHB,11M,NHS Gloucestershire CCG,Care processes,smoking measured,2305,2670,86.32958801
2020_21,CCG/LHB,11M,NHS Gloucestershire CCG,Care processes,BMI measured,1770,2670,66.29213483
2020_21,CCG/LHB,11M,NHS Gloucestershire CCG,Care processes,BP measured,1965,2670,73.59550562
2020_21,CCG/LHB,11M,NHS Gloucestershire CCG,Care processes,HbA1c measured,2065,2670,77.34082397
2020_21,CCG/LHB,11M,NHS Gloucestershire CCG,Care processes,foot_exam measured,1590,2670,59.5505618
2020_21,CCG/LHB,11M,NHS Gloucestershire CCG,Treatment targets,Primary prevention,920,1420,64.78873239
2020_21,CCG/LHB,11M,NHS Gloucestershire CCG,Treatment targets,Secondary prevention,225,255,88.23529412
2020_21,CCG/LHB,11M,NHS Gloucestershire CCG,Treatment targets,Blood Pressure <= 140/80,1360,1925,70.64935065
2020_21,CCG/LHB,11M,NHS Gloucestershire CCG,Care processes,All 8 CPs measured,830,2670,31.08614232
2020_21,CCG/LHB,11M,NHS Gloucestershire CCG,Treatment targets,Combined prevention,1145,1675,68.35820896
2020_21,CCG/LHB,11M,NHS Gloucestershire CCG,HbA1c <= 58 mmol/mol by Treatment type,Basal bolus,535,1775,30.14084507
2020_21,CCG/LHB,11M,NHS Gloucestershire CCG,HbA1c <= 58 mmol/mol by Age band,Age_50_to_59,120,460,26.08695652
2020_21,CCG/LHB,11M,NHS Gloucestershire CCG,HbA1c <= 58 mmol/mol by Age band,Age_80_plus,20,55,36.36363636
2020_21,CCG/LHB,11M,NHS Gloucestershire CCG,HbA1c <= 58 mmol/mol by Deprivation Quintile,2nd least deprived,185,580,31.89655172
2020_21,CCG/LHB,11M,NHS Gloucestershire CCG,HbA1c <= 58 mmol/mol by Treatment type,Fixed mix,45,145,31.03448276
2020_21,CCG/LHB,11M,NHS Gloucestershire CCG,HbA1c <= 58 mmol/mol by Age band,Age_19_to_24,45,180,25
2020_21,CCG/LHB,11M,NHS Gloucestershire CCG,HbA1c <= 58 mmol/mol by Age band,Age_70_to_79,70,175,40
2020_21,CCG/LHB,11M,NHS Gloucestershire CCG,HbA1c <= 58 mmol/mol by Deprivation Quintile,3rd most deprived,140,455,30.76923077
2020_21,CCG/LHB,11M,NHS Gloucestershire CCG,HbA1c <= 58 mmol/mol by Deprivation Quintile,2nd most deprived,85,305,27.86885246
2020_21,CCG/LHB,11M,NHS Gloucestershire CCG,HbA1c <= 58 mmol/mol by Age band,Age_25_to_29,50,155,32.25806452
2020_21,CCG/LHB,11M,NHS Gloucestershire CCG,HbA1c <= 58 mmol/mol by Age band,Age_40_to_49,115,380,30.26315789
2020_21,CCG/LHB,11M,NHS Gloucestershire CCG,HbA1c <= 58 mmol/mol by Deprivation Quintile,Least deprived,200,520,38.46153846
2020_21,CCG/LHB,11M,NHS Gloucestershire CCG,HbA1c <= 58 mmol/mol by Treatment type,Insulin pump,60,125,48
2020_21,CCG/LHB,11M,NHS Gloucestershire CCG,HbA1c <= 58 mmol/mol by Age band,Age_30_to_39,105,320,32.8125
2020_21,CCG/LHB,11M,NHS Gloucestershire CCG,HbA1c <= 58 mmol/mol by Age band,Age_60_to_69,115,320,35.9375
2020_21,CCG/LHB,11M,NHS Gloucestershire CCG,HbA1c <= 58 mmol/mol by Deprivation Quintile,Most deprived,35,185,18.91891892
2020_21,CCG/LHB,11N,NHS Kernow CCG,Age band,Age_19_to_24,230,2520,9.126984127
2020_21,CCG/LHB,11N,NHS Kernow CCG,Age band,Age_25_to_29,205,2520,8.134920635
2020_21,CCG/LHB,11N,NHS Kernow CCG,Age band,Age_30_to_39,390,2520,15.47619048
2020_21,CCG/LHB,11N,NHS Kernow CCG,Age band,Age_40_to_49,450,2520,17.85714286
2020_21,CCG/LHB,11N,NHS Kernow CCG,Age band,Age_50_to_59,560,2520,22.22222222
2020_21,CCG/LHB,11N,NHS Kernow CCG,Age band,Age_60_to_69,385,2520,15.27777778
2020_21,CCG/LHB,11N,NHS Kernow CCG,Age band,Age_70_to_79,240,2520,9.523809524
2020_21,CCG/LHB,11N,NHS Kernow CCG,Age band,Age_80_plus,60,2520,2.380952381
2020_21,CCG/LHB,11N,NHS Kernow CCG,BMI group,Healthy weight,500,2520,19.84126984
2020_21,CCG/LHB,11N,NHS Kernow CCG,BMI group,Obese,305,2520,12.1031746
2020_21,CCG/LHB,11N,NHS Kernow CCG,BMI group,Overweight,570,2520,22.61904762
2020_21,CCG/LHB,11N,NHS Kernow CCG,BMI group,Severely obese,125,2520,4.96031746
2020_21,CCG/LHB,11N,NHS Kernow CCG,BMI group,Underweight,30,2520,1.19047619
2020_21,CCG/LHB,11N,NHS Kernow CCG,BMI group,unknown,990,2520,39.28571429
2020_21,CCG/LHB,11N,NHS Kernow CCG,Deprivation,1 - most deprived,445,2520,17.65873016
2020_21,CCG/LHB,11N,NHS Kernow CCG,Deprivation,2 - 2nd most deprived,635,2520,25.1984127
2020_21,CCG/LHB,11N,NHS Kernow CCG,Deprivation,3 - 3rd most deprived,1045,2520,41.46825397
2020_21,CCG/LHB,11N,NHS Kernow CCG,Deprivation,4 - 2nd least deprived,335,2520,13.29365079
2020_21,CCG/LHB,11N,NHS Kernow CCG,Deprivation,5 - least deprived,65,2520,2.579365079
2020_21,CCG/LHB,11N,NHS Kernow CCG,Diabetes duration,< 1 year,75,2520,2.976190476
2020_21,CCG/LHB,11N,NHS Kernow CCG,Diabetes duration,10-14 years,295,2520,11.70634921
2020_21,CCG/LHB,11N,NHS Kernow CCG,Diabetes duration,1-4 years,215,2520,8.531746032
2020_21,CCG/LHB,11N,NHS Kernow CCG,Diabetes duration,15-19 years,350,2520,13.88888889
2020_21,CCG/LHB,11N,NHS Kernow CCG,Diabetes duration,20-29 years,555,2520,22.02380952
2020_21,CCG/LHB,11N,NHS Kernow CCG,Diabetes duration,30-39 years,360,2520,14.28571429
2020_21,CCG/LHB,11N,NHS Kernow CCG,Diabetes duration,40-49 years,225,2520,8.928571429
2020_21,CCG/LHB,11N,NHS Kernow CCG,Diabetes duration,50 plus years,135,2520,5.357142857
2020_21,CCG/LHB,11N,NHS Kernow CCG,Diabetes duration,5-9 years,310,2520,12.3015873
2020_21,CCG/LHB,11N,NHS Kernow CCG,Diabetes duration,unknown,5,2520,0.198412698
2020_21,CCG/LHB,11N,NHS Kernow CCG,Ethnicity group,Asian,5,2520,0.198412698
2020_21,CCG/LHB,11N,NHS Kernow CCG,Ethnicity group,Black,5,2520,0.198412698
2020_21,CCG/LHB,11N,NHS Kernow CCG,Ethnicity group,Mixed,10,2520,0.396825397
2020_21,CCG/LHB,11N,NHS Kernow CCG,ethnicity group,Other,45,2520,1.785714286
2020_21,CCG/LHB,11N,NHS Kernow CCG,ethnicity group,unknown,685,2520,27.18253968
2020_21,CCG/LHB,11N,NHS Kernow CCG,ethnicity group,White,1780,2520,70.63492063
2020_21,CCG/LHB,11N,NHS Kernow CCG,Smoking status,1 - current smoker,450,2520,17.85714286
2020_21,CCG/LHB,11N,NHS Kernow CCG,Smoking status,2 - ex-smoker,720,2520,28.57142857
2020_21,CCG/LHB,11N,NHS Kernow CCG,Smoking status,3 - non-smoker,145,2520,5.753968254
2020_21,CCG/LHB,11N,NHS Kernow CCG,Smoking status,4 - never smoked,1190,2520,47.22222222
2020_21,CCG/LHB,11N,NHS Kernow CCG,Smoking status,unknown,15,2520,0.595238095
2020_21,CCG/LHB,11N,NHS Kernow CCG,Deprivation,unknown,0,2520,0
2020_21,CCG/LHB,11N,NHS Kernow CCG,Glucose technology,Flash,900,2520,35.71428571
2020_21,CCG/LHB,11N,NHS Kernow CCG,Glucose technology,CGM,5,2520,0.198412698
2020_21,CCG/LHB,11N,NHS Kernow CCG,Glucose technology,CLS,5,2520,0.198412698
2020_21,CCG/LHB,11N,NHS Kernow CCG,HbA1c achieved,1 - HbA1c <= 48,135,2140,6.308411215
2020_21,CCG/LHB,11N,NHS Kernow CCG,HbA1c achieved,4 - 58 < HbA1c <= 69,620,2140,28.97196262
2020_21,CCG/LHB,11N,NHS Kernow CCG,HbA1c achieved,5 - 69 < HbA1c <= 86,595,2140,27.80373832
2020_21,CCG/LHB,11N,NHS Kernow CCG,HbA1c achieved,2 - 48 < HbA1c <= 53,175,2140,8.177570093
2020_21,CCG/LHB,11N,NHS Kernow CCG,HbA1c achieved,3 - 53 < HbA1c <= 58,250,2140,11.68224299
2020_21,CCG/LHB,11N,NHS Kernow CCG,HbA1c achieved,6 - HbA1c > 86,320,2140,14.95327103
2020_21,CCG/LHB,11N,NHS Kernow CCG,HbA1c achieved,HbA1c value unknown,45,2140,2.102803738
2020_21,CCG/LHB,11N,NHS Kernow CCG,HbA1c measured,HbA1c measured,2160,2520,85.71428571
2020_21,CCG/LHB,11N,NHS Kernow CCG,insulin regimen,1. Insulin pump,270,2520,10.71428571
2020_21,CCG/LHB,11N,NHS Kernow CCG,insulin regimen,2. Basal bolus,2140,2520,84.92063492
2020_21,CCG/LHB,11N,NHS Kernow CCG,insulin regimen,3. Fixed mix,110,2520,4.365079365
2020_21,CCG/LHB,11N,NHS Kernow CCG,Service location,specialist services,655,2520,25.99206349
2020_21,CCG/LHB,11N,NHS Kernow CCG,Treatment targets,Combined prevention,1100,1660,66.26506024
2020_21,CCG/LHB,11N,NHS Kernow CCG,Treatment targets,Secondary prevention,255,305,83.60655738
2020_21,CCG/LHB,11N,NHS Kernow CCG,Care processes,albumin measured,1040,2520,41.26984127
2020_21,CCG/LHB,11N,NHS Kernow CCG,Care processes,BP measured,1940,2520,76.98412698
2020_21,CCG/LHB,11N,NHS Kernow CCG,Care processes,cholesterol measured,1985,2520,78.76984127
2020_21,CCG/LHB,11N,NHS Kernow CCG,Care processes,foot_exam measured,1435,2520,56.94444444
2020_21,CCG/LHB,11N,NHS Kernow CCG,Care processes,HbA1c measured,2160,2520,85.71428571
2020_21,CCG/LHB,11N,NHS Kernow CCG,Care processes,BMI measured,1615,2520,64.08730159
2020_21,CCG/LHB,11N,NHS Kernow CCG,Care processes,creatinine measured,2120,2520,84.12698413
2020_21,CCG/LHB,11N,NHS Kernow CCG,Care processes,smoking measured,2105,2520,83.53174603
2020_21,CCG/LHB,11N,NHS Kernow CCG,Treatment targets,All 3 TTs,270,1790,15.08379888
2020_21,CCG/LHB,11N,NHS Kernow CCG,Care processes,All 8 CPs measured,675,2520,26.78571429
2020_21,CCG/LHB,11N,NHS Kernow CCG,Treatment targets,Blood Pressure <= 140/80,1355,1910,70.94240838
2020_21,CCG/LHB,11N,NHS Kernow CCG,Treatment targets,HbA1c <= 58 mmol/mol,560,2095,26.73031026
2020_21,CCG/LHB,11N,NHS Kernow CCG,Treatment targets,Primary prevention,845,1350,62.59259259
2020_21,CCG/LHB,11N,NHS Kernow CCG,HbA1c <= 58 mmol/mol by Age band,Age_25_to_29,50,155,32.25806452
2020_21,CCG/LHB,11N,NHS Kernow CCG,HbA1c <= 58 mmol/mol by Age band,Age_50_to_59,105,470,22.34042553
2020_21,CCG/LHB,11N,NHS Kernow CCG,HbA1c <= 58 mmol/mol by Treatment type,Basal bolus,440,1780,24.71910112
2020_21,CCG/LHB,11N,NHS Kernow CCG,HbA1c <= 58 mmol/mol by Treatment type,Fixed mix,30,95,31.57894737
2020_21,CCG/LHB,11N,NHS Kernow CCG,HbA1c <= 58 mmol/mol by Age band,Age_19_to_24,45,165,27.27272727
2020_21,CCG/LHB,11N,NHS Kernow CCG,HbA1c <= 58 mmol/mol by Age band,Age_30_to_39,90,325,27.69230769
2020_21,CCG/LHB,11N,NHS Kernow CCG,HbA1c <= 58 mmol/mol by Age band,Age_60_to_69,105,345,30.43478261
2020_21,CCG/LHB,11N,NHS Kernow CCG,HbA1c <= 58 mmol/mol by Age band,Age_70_to_79,50,210,23.80952381
2020_21,CCG/LHB,11N,NHS Kernow CCG,HbA1c <= 58 mmol/mol by Age band,Age_80_plus,10,45,22.22222222
2020_21,CCG/LHB,11N,NHS Kernow CCG,HbA1c <= 58 mmol/mol by Deprivation Quintile,2nd most deprived,125,520,24.03846154
2020_21,CCG/LHB,11N,NHS Kernow CCG,HbA1c <= 58 mmol/mol by Deprivation Quintile,3rd most deprived,240,860,27.90697674
2020_21,CCG/LHB,11N,NHS Kernow CCG,HbA1c <= 58 mmol/mol by Treatment type,Insulin pump,95,220,43.18181818
2020_21,CCG/LHB,11N,NHS Kernow CCG,HbA1c <= 58 mmol/mol by Age band,Age_40_to_49,100,380,26.31578947
2020_21,CCG/LHB,11N,NHS Kernow CCG,HbA1c <= 58 mmol/mol by Deprivation Quintile,Least deprived,25,55,45.45454545
2020_21,CCG/LHB,11N,NHS Kernow CCG,HbA1c <= 58 mmol/mol by Deprivation Quintile,Most deprived,85,365,23.28767123
2020_21,CCG/LHB,11N,NHS Kernow CCG,HbA1c <= 58 mmol/mol by Deprivation Quintile,2nd least deprived,90,295,30.50847458
2020_21,CCG/LHB,11X,NHS Somerset CCG,Age band,Age_19_to_24,195,2465,7.910750507
2020_21,CCG/LHB,11X,NHS Somerset CCG,Age band,Age_25_to_29,205,2465,8.31643002
2020_21,CCG/LHB,11X,NHS Somerset CCG,Age band,Age_30_to_39,385,2465,15.61866126
2020_21,CCG/LHB,11X,NHS Somerset CCG,Age band,Age_40_to_49,420,2465,17.03853955
2020_21,CCG/LHB,11X,NHS Somerset CCG,Age band,Age_50_to_59,550,2465,22.31237323
2020_21,CCG/LHB,11X,NHS Somerset CCG,Age band,Age_60_to_69,405,2465,16.43002028
2020_21,CCG/LHB,11X,NHS Somerset CCG,Age band,Age_70_to_79,230,2465,9.330628803
2020_21,CCG/LHB,11X,NHS Somerset CCG,Age band,Age_80_plus,80,2465,3.245436105
2020_21,CCG/LHB,11X,NHS Somerset CCG,BMI group,Healthy weight,545,2465,22.10953347
2020_21,CCG/LHB,11X,NHS Somerset CCG,BMI group,Obese,335,2465,13.59026369
2020_21,CCG/LHB,11X,NHS Somerset CCG,BMI group,Overweight,680,2465,27.5862069
2020_21,CCG/LHB,11X,NHS Somerset CCG,BMI group,Severely obese,165,2465,6.693711968
2020_21,CCG/LHB,11X,NHS Somerset CCG,BMI group,Underweight,30,2465,1.21703854
2020_21,CCG/LHB,11X,NHS Somerset CCG,BMI group,unknown,715,2465,29.00608519
2020_21,CCG/LHB,11X,NHS Somerset CCG,Deprivation,1 - most deprived,220,2465,8.92494929
2020_21,CCG/LHB,11X,NHS Somerset CCG,Deprivation,2 - 2nd most deprived,540,2465,21.90669371
2020_21,CCG/LHB,11X,NHS Somerset CCG,Deprivation,3 - 3rd most deprived,645,2465,26.1663286
2020_21,CCG/LHB,11X,NHS Somerset CCG,Deprivation,4 - 2nd least deprived,675,2465,27.38336714
2020_21,CCG/LHB,11X,NHS Somerset CCG,Deprivation,5 - least deprived,390,2465,15.82150101
2020_21,CCG/LHB,11X,NHS Somerset CCG,Deprivation,unknown,5,2465,0.202839757
2020_21,CCG/LHB,11X,NHS Somerset CCG,Diabetes duration,< 1 year,60,2465,2.434077079
2020_21,CCG/LHB,11X,NHS Somerset CCG,Diabetes duration,10-14 years,290,2465,11.76470588
2020_21,CCG/LHB,11X,NHS Somerset CCG,Diabetes duration,1-4 years,170,2465,6.896551724
2020_21,CCG/LHB,11X,NHS Somerset CCG,Diabetes duration,15-19 years,305,2465,12.37322515
2020_21,CCG/LHB,11X,NHS Somerset CCG,Diabetes duration,20-29 years,555,2465,22.51521298
2020_21,CCG/LHB,11X,NHS Somerset CCG,Diabetes duration,30-39 years,385,2465,15.61866126
2020_21,CCG/LHB,11X,NHS Somerset CCG,Diabetes duration,40-49 years,235,2465,9.53346856
2020_21,CCG/LHB,11X,NHS Somerset CCG,Diabetes duration,50 plus years,165,2465,6.693711968
2020_21,CCG/LHB,11X,NHS Somerset CCG,Diabetes duration,5-9 years,295,2465,11.96754564
2020_21,CCG/LHB,11X,NHS Somerset CCG,Ethnicity group,Asian,5,2465,0.202839757
2020_21,CCG/LHB,11X,NHS Somerset CCG,Ethnicity group,Black,5,2465,0.202839757
2020_21,CCG/LHB,11X,NHS Somerset CCG,Ethnicity group,Mixed,5,2465,0.202839757
2020_21,CCG/LHB,11X,NHS Somerset CCG,ethnicity group,Other,10,2465,0.405679513
2020_21,CCG/LHB,11X,NHS Somerset CCG,ethnicity group,unknown,125,2465,5.070993915
2020_21,CCG/LHB,11X,NHS Somerset CCG,ethnicity group,White,2320,2465,94.11764706
2020_21,CCG/LHB,11X,NHS Somerset CCG,Smoking status,1 - current smoker,445,2465,18.05273834
2020_21,CCG/LHB,11X,NHS Somerset CCG,Smoking status,2 - ex-smoker,700,2465,28.39756592
2020_21,CCG/LHB,11X,NHS Somerset CCG,Smoking status,3 - non-smoker,85,2465,3.448275862
2020_21,CCG/LHB,11X,NHS Somerset CCG,Smoking status,4 - never smoked,1225,2465,49.69574037
2020_21,CCG/LHB,11X,NHS Somerset CCG,Smoking status,unknown,10,2465,0.405679513
2020_21,CCG/LHB,11X,NHS Somerset CCG,Diabetes duration,unknown,0,2465,0
2020_21,CCG/LHB,11X,NHS Somerset CCG,Glucose technology,CGM,5,2465,0.202839757
2020_21,CCG/LHB,11X,NHS Somerset CCG,Glucose technology,CLS,0,2465,0
2020_21,CCG/LHB,11X,NHS Somerset CCG,Glucose technology,Flash,910,2465,36.9168357
2020_21,CCG/LHB,11X,NHS Somerset CCG,HbA1c achieved,3 - 53 < HbA1c <= 58,270,2065,13.07506053
2020_21,CCG/LHB,11X,NHS Somerset CCG,HbA1c achieved,6 - HbA1c > 86,360,2065,17.43341404
2020_21,CCG/LHB,11X,NHS Somerset CCG,HbA1c achieved,HbA1c value unknown,5,2065,0.242130751
2020_21,CCG/LHB,11X,NHS Somerset CCG,HbA1c achieved,1 - HbA1c <= 48,135,2065,6.537530266
2020_21,CCG/LHB,11X,NHS Somerset CCG,HbA1c achieved,4 - 58 < HbA1c <= 69,570,2065,27.60290557
2020_21,CCG/LHB,11X,NHS Somerset CCG,HbA1c achieved,5 - 69 < HbA1c <= 86,560,2065,27.11864407
2020_21,CCG/LHB,11X,NHS Somerset CCG,HbA1c achieved,2 - 48 < HbA1c <= 53,165,2065,7.99031477
2020_21,CCG/LHB,11X,NHS Somerset CCG,HbA1c measured,HbA1c measured,2110,2465,85.59837728
2020_21,CCG/LHB,11X,NHS Somerset CCG,insulin regimen,1. Insulin pump,175,2465,7.099391481
2020_21,CCG/LHB,11X,NHS Somerset CCG,insulin regimen,2. Basal bolus,2155,2465,87.42393509
2020_21,CCG/LHB,11X,NHS Somerset CCG,insulin regimen,3. Fixed mix,135,2465,5.476673428
2020_21,CCG/LHB,11X,NHS Somerset CCG,Service location,specialist services,890,2465,36.10547667
2020_21,CCG/LHB,11X,NHS Somerset CCG,Treatment targets,Primary prevention,1020,1395,73.11827957
2020_21,CCG/LHB,11X,NHS Somerset CCG,Treatment targets,Blood Pressure <= 140/80,1375,1985,69.26952141
2020_21,CCG/LHB,11X,NHS Somerset CCG,Treatment targets,Combined prevention,1205,1605,75.07788162
2020_21,CCG/LHB,11X,NHS Somerset CCG,Treatment targets,HbA1c <= 58 mmol/mol,570,2060,27.66990291
2020_21,CCG/LHB,11X,NHS Somerset CCG,Treatment targets,All 3 TTs,325,1890,17.1957672
2020_21,CCG/LHB,11X,NHS Somerset CCG,Care processes,All 8 CPs measured,910,2465,36.9168357
2020_21,CCG/LHB,11X,NHS Somerset CCG,Care processes,BMI measured,1870,2465,75.86206897
2020_21,CCG/LHB,11X,NHS Somerset CCG,Care processes,creatinine measured,2095,2465,84.98985801
2020_21,CCG/LHB,11X,NHS Somerset CCG,Care processes,albumin measured,1270,2465,51.52129817
2020_21,CCG/LHB,11X,NHS Somerset CCG,Care processes,BP measured,2035,2465,82.55578093
2020_21,CCG/LHB,11X,NHS Somerset CCG,Care processes,cholesterol measured,1925,2465,78.09330629
2020_21,CCG/LHB,11X,NHS Somerset CCG,Care processes,smoking measured,2150,2465,87.22109533
2020_21,CCG/LHB,11X,NHS Somerset CCG,Care processes,foot_exam measured,1480,2465,60.04056795
2020_21,CCG/LHB,11X,NHS Somerset CCG,Care processes,HbA1c measured,2110,2465,85.59837728
2020_21,CCG/LHB,11X,NHS Somerset CCG,Treatment targets,Secondary prevention,185,210,88.0952381
2020_21,CCG/LHB,11X,NHS Somerset CCG,HbA1c <= 58 mmol/mol by Deprivation Quintile,unknown,0,5,0
2020_21,CCG/LHB,11X,NHS Somerset CCG,HbA1c <= 58 mmol/mol by Treatment type,Fixed mix,30,115,26.08695652
2020_21,CCG/LHB,11X,NHS Somerset CCG,HbA1c <= 58 mmol/mol by Age band,Age_40_to_49,105,370,28.37837838
2020_21,CCG/LHB,11X,NHS Somerset CCG,HbA1c <= 58 mmol/mol by Age band,Age_50_to_59,120,490,24.48979592
2020_21,CCG/LHB,11X,NHS Somerset CCG,HbA1c <= 58 mmol/mol by Age band,Age_60_to_69,120,355,33.8028169
2020_21,CCG/LHB,11X,NHS Somerset CCG,HbA1c <= 58 mmol/mol by Age band,Age_70_to_79,50,200,25
2020_21,CCG/LHB,11X,NHS Somerset CCG,HbA1c <= 58 mmol/mol by Age band,Age_80_plus,20,60,33.33333333
2020_21,CCG/LHB,11X,NHS Somerset CCG,HbA1c <= 58 mmol/mol by Deprivation Quintile,Most deprived,30,165,18.18181818
